"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"343"	"ES_Adultos"	"GO:0007584"	"response to nutrient"	"23/1136"	"155/18870"	5.45544188461312e-05	0.000848624293162041	0.000661235153635164	"6566/2153/5743/1545/6772/3485/7037/3627/3673/8614/4049/3371/445/7421/1594/9365/1543/2242/1728/83990/7298/25959/875"	23
"344"	"ES_Adultos"	"GO:0034504"	"protein localization to nucleus"	"37/1136"	"310/18870"	5.54772334666756e-05	0.00086046321295252	0.000670459860033048	"11315/80149/2634/4000/5743/580/83666/151636/1894/7037/7015/22948/4001/1495/1026/705/84154/6950/908/6788/3786/3717/7295/23649/983/3458/5901/9818/4792/10979/3320/5347/7531/3837/3838/84823/602"	37
"345"	"ES_Adultos"	"GO:0002698"	"negative regulation of immune effector process"	"20/1136"	"125/18870"	5.59489531048387e-05	0.000865257065458553	0.00067419515705892	"80149/6375/7292/725/11221/84695/10039/941/604/3558/3565/84868/7124/196/710/3965/124626/684/634/259307"	20
"346"	"ES_Adultos"	"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	"30/1136"	"231/18870"	5.90794441889901e-05	0.000911022153870804	0.000709854618508751	"8784/8764/7804/149233/941/83666/54625/3558/59067/3562/1437/3567/3596/3565/1839/972/7124/7422/5154/857/3717/1270/22876/3458/3479/8651/9021/3976/5008/64092"	30
"347"	"ES_Adultos"	"GO:0002825"	"regulation of T-helper 1 type immune response"	"9/1136"	"31/18870"	6.06776211320953e-05	0.000932962267117766	0.000726950021351358	"149233/6375/7292/8809/941/84868/6363/9466/3594"	9
"348"	"ES_Adultos"	"GO:0070371"	"ERK1 and ERK2 cascade"	"39/1136"	"336/18870"	6.54539397779645e-05	0.00100350132454977	0.000781912982999012	"2633/128239/6846/6375/467/11221/200734/6364/9290/2247/5734/972/84868/7124/154043/5154/1846/6363/112464/983/59/1847/1848/3479/8600/10419/10979/8482/6367/3965/6346/6348/6351/6349/8792/6370/3383/634/3976"	39
"349"	"ES_Adultos"	"GO:0002639"	"positive regulation of immunoglobulin production"	"12/1136"	"54/18870"	6.94777771624073e-05	0.00106213153593105	0.000827596752769389	"7293/6375/7292/4292/7037/7468/3558/59067/3567/3596/3565/79915"	12
"350"	"ES_Adultos"	"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	"24/1136"	"168/18870"	7.05499821452018e-05	0.00107543239258588	0.000837960578156551	"8784/8764/7804/149233/941/83666/54625/3558/59067/3562/1437/3567/3596/3565/1839/972/7124/7422/3717/1270/3458/3479/3976/5008"	24
"351"	"ES_Adultos"	"GO:0009147"	"pyrimidine nucleoside triphosphate metabolic process"	"8/1136"	"25/18870"	7.24138110777734e-05	0.00110068992838216	0.000857640866238411	"1503/7371/129607/1841/1854/79077/4830/7298"	8
"352"	"ES_Adultos"	"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	"23/1136"	"158/18870"	7.38457247906708e-05	0.0011192571392774	0.000872108154822797	"11315/4000/8682/50486/467/8743/3148/7015/1437/3565/1495/7124/7128/857/6788/7186/2017/79370/3479/672/5366/596/3383"	23
"353"	"ES_Adultos"	"GO:0002544"	"chronic inflammatory response"	"7/1136"	"19/18870"	7.46504852893781e-05	0.00112504414090508	0.000876617298552471	"10563/3565/4049/7124/7128/3620/136"	7
"354"	"ES_Adultos"	"GO:0007076"	"mitotic chromosome condensation"	"7/1136"	"19/18870"	7.46504852893781e-05	0.00112504414090508	0.000876617298552471	"23397/10051/64151/10592/113130/51203/5347"	7
"355"	"ES_Adultos"	"GO:0045191"	"regulation of isotype switching"	"10/1136"	"39/18870"	7.67421298300362e-05	0.0011532998042254	0.000898633682041875	"7292/4292/10039/604/7037/7468/3558/3565/79915/9466"	10
"356"	"ES_Adultos"	"GO:2000316"	"regulation of T-helper 17 type immune response"	"9/1136"	"32/18870"	7.99391733840814e-05	0.00119796169691074	0.000933433550145331	"80149/149233/84695/3558/3565/3717/10538/9466/3594"	9
"357"	"ES_Adultos"	"GO:1990868"	"response to chemokine"	"17/1136"	"99/18870"	8.05380771916599e-05	0.00120017526795415	0.000935158331065183	"80149/6846/6375/6364/1233/4283/3627/6373/10563/6363/23143/6367/6346/6348/6351/6349/6370"	17
"358"	"ES_Adultos"	"GO:1990869"	"cellular response to chemokine"	"17/1136"	"99/18870"	8.05380771916599e-05	0.00120017526795415	0.000935158331065183	"80149/6846/6375/6364/1233/4283/3627/6373/10563/6363/23143/6367/6346/6348/6351/6349/6370"	17
"359"	"ES_Adultos"	"GO:0048872"	"homeostasis of number of cells"	"37/1136"	"316/18870"	8.31351242092716e-05	0.00123328998202034	0.000960960813058191	"5052/1435/9447/387597/8444/2271/3398/2034/6772/1233/604/3558/23657/3148/836/972/94081/7422/4602/7128/1021/2146/54892/3717/3559/355/29127/5027/10673/4522/9133/3965/5366/596/8740/6510/3276"	37
"360"	"ES_Adultos"	"GO:0043029"	"T cell homeostasis"	"11/1136"	"47/18870"	8.39193559194291e-05	0.00123328998202034	0.000960960813058191	"9447/3558/836/3559/355/5027/9133/3965/5366/596/8740"	11
"361"	"ES_Adultos"	"GO:0046633"	"alpha-beta T cell proliferation"	"11/1136"	"47/18870"	8.39193559194291e-05	0.00123328998202034	0.000960960813058191	"8764/6375/7292/3558/3659/3717/29126/3559/384/3965/10148"	11
"362"	"ES_Adultos"	"GO:0050798"	"activated T cell proliferation"	"11/1136"	"47/18870"	8.39193559194291e-05	0.00123328998202034	0.000960960813058191	"149233/3485/11148/3558/836/29126/2615/3559/3479/3965/3594"	11
"363"	"ES_Adultos"	"GO:0072538"	"T-helper 17 type immune response"	"11/1136"	"47/18870"	8.39193559194291e-05	0.00123328998202034	0.000960960813058191	"80149/149233/84695/3558/3565/3662/3717/10538/9021/9466/3594"	11
"364"	"ES_Adultos"	"GO:0002687"	"positive regulation of leukocyte migration"	"22/1136"	"149/18870"	8.47313424818678e-05	0.00124179267769569	0.000967585984322446	"8784/8764/1435/6846/6375/6364/3627/10563/3673/3565/972/7124/7422/6363/708/3965/6346/6348/6351/8740/3383/58494"	22
"365"	"ES_Adultos"	"GO:0002467"	"germinal center formation"	"6/1136"	"14/18870"	9.27660197212691e-05	0.0013558110574647	0.00105642737322833	"604/10563/7128/4791/10673/602"	6
"366"	"ES_Adultos"	"GO:0032615"	"interleukin-12 production"	"13/1136"	"64/18870"	9.43206616501839e-05	0.00137099978136333	0.00106826219608405	"149233/7292/3329/4790/3659/3663/3620/6363/3458/3394/708/3965/5600"	13
"367"	"ES_Adultos"	"GO:0032655"	"regulation of interleukin-12 production"	"13/1136"	"64/18870"	9.43206616501839e-05	0.00137099978136333	0.00106826219608405	"149233/7292/3329/4790/3659/3663/3620/6363/3458/3394/708/3965/5600"	13
"368"	"ES_Adultos"	"GO:0009069"	"serine family amino acid metabolic process"	"10/1136"	"40/18870"	9.68480607985587e-05	0.00140008609632699	0.00109092581071145	"26227/51540/23657/1719/2731/29968/6472/4522/573971/875"	10
"369"	"ES_Adultos"	"GO:0071459"	"protein localization to chromosome, centromeric region"	"10/1136"	"40/18870"	9.68480607985587e-05	0.00140008609632699	0.00109092581071145	"1058/55166/7272/983/9735/701/57082/55055/83903/9212"	10
"370"	"ES_Adultos"	"GO:0007623"	"circadian rhythm"	"27/1136"	"204/18870"	9.8261308390785e-05	0.00141316576800627	0.00110111729212677	"3398/8553/25819/9456/1437/1958/7124/196/10135/2146/1960/7071/4915/4783/445/112464/79723/983/8914/10419/463/124626/7153/7298/8792/5971/22809"	27
"371"	"ES_Adultos"	"GO:0002718"	"regulation of cytokine production involved in immune response"	"19/1136"	"120/18870"	9.82840853688569e-05	0.00141316576800627	0.00110111729212677	"8764/6375/7292/91543/8809/7855/604/3565/972/7124/3663/8013/7186/9188/5027/144811/8482/8140/684"	19
"372"	"ES_Adultos"	"GO:0006809"	"nitric oxide biosynthetic process"	"14/1136"	"73/18870"	9.9176634791563e-05	0.00141833251906214	0.00110514314603615	"80149/5743/1545/6697/7124/3326/857/3717/445/3458/2643/384/3320/1728"	14
"373"	"ES_Adultos"	"GO:0072678"	"T cell migration"	"14/1136"	"73/18870"	9.9176634791563e-05	0.00141833251906214	0.00110514314603615	"8764/6846/6375/6364/4345/3627/6373/10563/64005/23143/6348/8740/3383/9466"	14
"374"	"ES_Adultos"	"GO:0031295"	"T cell costimulation"	"11/1136"	"48/18870"	0.000103004531735848	0.001469126297144	0.00114472088606116	"8764/7292/11148/941/857/29126/6363/1326/10673/8740/3956"	11
"375"	"ES_Adultos"	"GO:0072539"	"T-helper 17 cell differentiation"	"9/1136"	"33/18870"	0.000104084790536286	0.00148056440014182	0.00115363328210497	"80149/149233/84695/3558/3565/3662/10538/9021/3594"	9
"376"	"ES_Adultos"	"GO:1902106"	"negative regulation of leukocyte differentiation"	"18/1136"	"111/18870"	0.000108468652033301	0.00153880861017909	0.00119901628549372	"80149/7292/3398/84695/1493/9290/604/3558/3659/3565/972/1021/10221/56834/3902/8651/6348/634"	18
"377"	"ES_Adultos"	"GO:0032613"	"interleukin-10 production"	"13/1136"	"65/18870"	0.000111484604907	0.00156904258757999	0.00122257414125248	"149233/6375/7292/3329/3596/3565/3662/9308/27242/3620/29126/3965/602"	13
"378"	"ES_Adultos"	"GO:0032653"	"regulation of interleukin-10 production"	"13/1136"	"65/18870"	0.000111484604907	0.00156904258757999	0.00122257414125248	"149233/6375/7292/3329/3596/3565/3662/9308/27242/3620/29126/3965/602"	13
"379"	"ES_Adultos"	"GO:0070192"	"chromosome organization involved in meiotic cell cycle"	"13/1136"	"65/18870"	0.000111484604907	0.00156904258757999	0.00122257414125248	"23397/4292/10051/84057/9319/9134/10592/5888/29893/83990/256126/898/11144"	13
"380"	"ES_Adultos"	"GO:0002367"	"cytokine production involved in immune response"	"19/1136"	"122/18870"	0.000123214709503965	0.00172955739989734	0.00134764484384561	"8764/6375/7292/91543/8809/7855/604/3565/972/7124/3663/8013/7186/9188/5027/144811/8482/8140/684"	19
"381"	"ES_Adultos"	"GO:1901605"	"alpha-amino acid metabolic process"	"27/1136"	"207/18870"	0.00012595946385169	0.00175988986242301	0.00137127943771702	"11315/1503/26227/4953/51540/64116/23657/1719/3620/2731/29968/445/80150/5092/2805/586/6472/4522/384/2184/84706/5198/125061/5831/573971/259307/875"	27
"382"	"ES_Adultos"	"GO:0032465"	"regulation of cytokinesis"	"16/1136"	"93/18870"	0.000126357648011171	0.00175988986242301	0.00137127943771702	"55143/9928/1894/10112/79733/29127/144455/11113/675/9493/9055/5347/9212/80179/990/332"	16
"383"	"ES_Adultos"	"GO:0002377"	"immunoglobulin production"	"26/1136"	"196/18870"	0.000126368031474735	0.00175988986242301	0.00137127943771702	"7293/6375/7292/9156/3329/4292/10039/10721/604/7037/7468/3558/59067/3567/3596/3565/7124/115004/7186/57379/7374/10538/79915/124626/9466/28817"	26
"384"	"ES_Adultos"	"GO:1903900"	"regulation of viral life cycle"	"21/1136"	"143/18870"	0.000131604842499942	0.00182803593237517	0.00142437781988394	"2494/91543/64135/5359/27074/972/7124/10581/8519/10410/6737/57379/4940/7301/3965/7153/3838/596/684/3956/9582"	21
"385"	"ES_Adultos"	"GO:0032740"	"positive regulation of interleukin-17 production"	"8/1136"	"27/18870"	0.00013344217986045	0.00183328185417939	0.00142846536243736	"149233/3558/59067/3717/8140/6346/8877/5008"	8
"386"	"ES_Adultos"	"GO:0045672"	"positive regulation of osteoclast differentiation"	"8/1136"	"27/18870"	0.00013344217986045	0.00183328185417939	0.00142846536243736	"149233/1435/7124/169200/7071/3458/8600/2353"	8
"387"	"ES_Adultos"	"GO:0097306"	"cellular response to alcohol"	"17/1136"	"103/18870"	0.000133627687451259	0.00183328185417939	0.00142846536243736	"7804/7292/109/1545/151556/5734/1495/6446/196/3371/57476/1019/2353/5888/641/31/672"	17
"388"	"ES_Adultos"	"GO:0002828"	"regulation of type 2 immune response"	"9/1136"	"34/18870"	0.000134050120540561	0.00183328185417939	0.00142846536243736	"6375/7292/91543/604/3565/972/3620/384/9466"	9
"389"	"ES_Adultos"	"GO:0035456"	"response to interferon-beta"	"9/1136"	"34/18870"	0.000134050120540561	0.00183328185417939	0.00142846536243736	"9447/6772/5359/3659/10581/8519/10410/54739/684"	9
"390"	"ES_Adultos"	"GO:0043372"	"positive regulation of CD4-positive, alpha-beta T cell differentiation"	"9/1136"	"34/18870"	0.000134050120540561	0.00183328185417939	0.00142846536243736	"149233/7292/941/9308/6363/3458/8651/3965/3594"	9
"391"	"ES_Adultos"	"GO:0043122"	"regulation of canonical NF-kappaB signal transduction"	"32/1136"	"265/18870"	0.000138435122257985	0.00188839705233969	0.00147141028731969	"80149/389/356/5966/57162/6772/8743/1894/7037/64116/92610/80216/79931/972/7124/7128/6363/10783/7186/6737/330/9188/2597/8600/54602/3965/9618/6398/684/4793/80833/3956"	32
"392"	"ES_Adultos"	"GO:0009263"	"deoxyribonucleotide biosynthetic process"	"6/1136"	"15/18870"	0.000146742870301508	0.00198644292621889	0.00154780614235259	"129607/6241/1841/6240/1854/7298"	6
"393"	"ES_Adultos"	"GO:0009265"	"2'-deoxyribonucleotide biosynthetic process"	"6/1136"	"15/18870"	0.000146742870301508	0.00198644292621889	0.00154780614235259	"129607/6241/1841/6240/1854/7298"	6
"394"	"ES_Adultos"	"GO:0046385"	"deoxyribose phosphate biosynthetic process"	"6/1136"	"15/18870"	0.000146742870301508	0.00198644292621889	0.00154780614235259	"129607/6241/1841/6240/1854/7298"	6
"395"	"ES_Adultos"	"GO:1902806"	"regulation of cell cycle G1/S phase transition"	"27/1136"	"209/18870"	0.000148106863300502	0.00199981856030119	0.00155822823317493	"6491/1031/4582/9928/3398/6241/7015/1026/2146/1029/6240/7465/595/5962/894/1017/144455/7027/5720/5721/4331/8110/1543/990/596/25959/51512"	27
"396"	"ES_Adultos"	"GO:0009394"	"2'-deoxyribonucleotide metabolic process"	"10/1136"	"42/18870"	0.000150622907227235	0.00201842283740274	0.00157272440318401	"129607/6241/1841/6240/7374/55270/1854/79077/7298/1890"	10
"397"	"ES_Adultos"	"GO:0032733"	"positive regulation of interleukin-10 production"	"10/1136"	"42/18870"	0.000150622907227235	0.00201842283740274	0.00157272440318401	"6375/7292/3329/3596/3565/3662/9308/29126/3965/602"	10
"398"	"ES_Adultos"	"GO:2000403"	"positive regulation of lymphocyte migration"	"10/1136"	"42/18870"	0.000150622907227235	0.00201842283740274	0.00157272440318401	"8764/6846/6375/6364/3627/10563/6348/6351/8740/58494"	10
"399"	"ES_Adultos"	"GO:0072527"	"pyrimidine-containing compound metabolic process"	"15/1136"	"85/18870"	0.000151779238607787	0.00202880791304882	0.00158081629631702	"1503/7371/129607/1841/6240/57379/7374/1854/79077/4830/60386/7083/7298/9582/1890"	15
"400"	"ES_Adultos"	"GO:0070301"	"cellular response to hydrogen peroxide"	"13/1136"	"67/18870"	0.000154024400058791	0.00205365866745054	0.00160017962651766	"11315/1545/1894/4602/7128/2146/7295/983/10105/55512/1728/8877/7226"	13
"401"	"ES_Adultos"	"GO:0009070"	"serine family amino acid biosynthetic process"	"7/1136"	"21/18870"	0.0001548872201206	0.00206000002760399	0.00160512071798664	"26227/1719/29968/6472/4522/573971/875"	7
"402"	"ES_Adultos"	"GO:0000910"	"cytokinesis"	"25/1136"	"188/18870"	0.000162531687851474	0.00215628074655821	0.00168014119112509	"3925/55143/389/128239/9928/1058/1894/10112/54443/79733/55165/29127/9700/144455/11113/675/51203/9493/9055/5347/9212/4628/80179/990/332"	25
"403"	"ES_Adultos"	"GO:0071675"	"regulation of mononuclear cell migration"	"19/1136"	"125/18870"	0.000171049235717241	0.0022636366517804	0.0017637912811063	"8764/1435/6846/6375/6364/4345/3627/10563/3565/7124/23143/708/3965/6346/6348/6351/8740/9466/58494"	19
"404"	"ES_Adultos"	"GO:0060135"	"maternal process involved in female pregnancy"	"12/1136"	"59/18870"	0.000171664430289253	0.00226614086634944	0.00176574252704473	"5743/84868/8614/639/10935/7421/1594/2706/3965/3976/23780/875"	12
"405"	"ES_Adultos"	"GO:0033273"	"response to vitamin"	"15/1136"	"86/18870"	0.000173772808177352	0.00228829539481067	0.00178300499896407	"2153/5743/3627/3673/8614/3371/7421/1594/9365/1543/2242/83990/7298/25959/875"	15
"406"	"ES_Adultos"	"GO:0002260"	"lymphocyte homeostasis"	"14/1136"	"77/18870"	0.000179982955545191	0.00236422055185288	0.00184216472758145	"9447/3558/836/972/7128/3559/355/5027/10673/9133/3965/5366/596/8740"	14
"407"	"ES_Adultos"	"GO:0001906"	"cell killing"	"28/1136"	"223/18870"	0.000183690425459418	0.00240402901621708	0.00187318287808921	"5052/149233/2633/2634/115362/57823/6375/1130/59067/3596/3565/84868/203068/6891/80328/80329/10383/2597/3902/3458/5027/3965/718/3383/3594/634/5817/8542"	28
"408"	"ES_Adultos"	"GO:0045581"	"negative regulation of T cell differentiation"	"11/1136"	"51/18870"	0.000183917257443675	0.00240402901621708	0.00187318287808921	"80149/7292/84695/1493/604/3558/3659/3565/972/3902/8651"	11
"409"	"ES_Adultos"	"GO:0009262"	"deoxyribonucleotide metabolic process"	"10/1136"	"43/18870"	0.000185783043945401	0.00241654228310399	0.00188293302549733	"129607/6241/1841/6240/7374/55270/1854/79077/7298/1890"	10
"410"	"ES_Adultos"	"GO:0019692"	"deoxyribose phosphate metabolic process"	"10/1136"	"43/18870"	0.000185783043945401	0.00241654228310399	0.00188293302549733	"129607/6241/1841/6240/7374/55270/1854/79077/7298/1890"	10
"411"	"ES_Adultos"	"GO:0062197"	"cellular response to chemical stress"	"36/1136"	"317/18870"	0.000190251930806291	0.00246863480948651	0.00192352273046258	"11315/80149/5052/3725/5743/1545/2034/4929/1894/23657/836/1719/5796/4602/7128/51142/857/2146/3301/1612/7295/6737/983/10105/355/10935/2706/2643/2353/55512/1728/8877/5831/573971/5971/7226"	36
"412"	"ES_Adultos"	"GO:0071456"	"cellular response to hypoxia"	"21/1136"	"147/18870"	0.000195295844602942	0.00252791701529843	0.00196971452438568	"2023/205/4000/5743/2034/890/7015/1958/8614/7422/2030/51142/29923/79723/84890/112399/2353/83990/5366/596/875"	21
"413"	"ES_Adultos"	"GO:0045620"	"negative regulation of lymphocyte differentiation"	"12/1136"	"60/18870"	0.00020297711082239	0.00261462041059349	0.00203727249246481	"80149/7292/3398/84695/1493/604/3558/3659/3565/972/3902/8651"	12
"414"	"ES_Adultos"	"GO:0070228"	"regulation of lymphocyte apoptotic process"	"12/1136"	"60/18870"	0.00020297711082239	0.00261462041059349	0.00203727249246481	"604/3558/972/27166/3620/29126/5027/384/9212/3965/596/602"	12
"415"	"ES_Adultos"	"GO:0002221"	"pattern recognition receptor signaling pathway"	"29/1136"	"236/18870"	0.000206869417988776	0.00265832198961423	0.00207132409875363	"2634/115362/9447/7100/91543/57162/64135/3329/57590/7867/92610/80216/79931/3659/84868/3662/7124/115004/7128/857/8061/330/3312/4940/144811/4792/7301/708/3430"	29
"416"	"ES_Adultos"	"GO:0046209"	"nitric oxide metabolic process"	"14/1136"	"78/18870"	0.000207385300812358	0.00265852963932951	0.00207148589625635	"80149/5743/1545/6697/7124/3326/857/3717/445/3458/2643/384/3320/1728"	14
"417"	"ES_Adultos"	"GO:1901607"	"alpha-amino acid biosynthetic process"	"13/1136"	"69/18870"	0.000209827360433131	0.0026769341906577	0.00208582644297784	"11315/26227/1719/29968/445/5092/2805/586/6472/4522/5831/573971/875"	13
"418"	"ES_Adultos"	"GO:2000401"	"regulation of lymphocyte migration"	"13/1136"	"69/18870"	0.000209827360433131	0.0026769341906577	0.00208582644297784	"8764/6846/6375/6364/4345/3627/10563/23143/6348/6351/8740/9466/58494"	13
"419"	"ES_Adultos"	"GO:0061640"	"cytoskeleton-dependent cytokinesis"	"18/1136"	"117/18870"	0.000215255290875981	0.00272863743362958	0.00212611282422503	"3925/55143/389/128239/1058/1894/10112/54443/55165/29127/9700/11113/51203/9493/5347/9212/4628/332"	18
"420"	"ES_Adultos"	"GO:0061687"	"detoxification of inorganic compound"	"7/1136"	"22/18870"	0.00021541874476023	0.00272863743362958	0.00212611282422503	"11315/64116/7295/4502/4493/4495/4496"	7
"421"	"ES_Adultos"	"GO:2000319"	"regulation of T-helper 17 cell differentiation"	"7/1136"	"22/18870"	0.00021541874476023	0.00272863743362958	0.00212611282422503	"80149/149233/84695/3558/3565/10538/3594"	7
"422"	"ES_Adultos"	"GO:0048291"	"isotype switching to IgG isotypes"	"6/1136"	"16/18870"	0.00022285581195105	0.00280946189473835	0.00218909001612181	"3329/4292/3558/3565/79915/9466"	6
"423"	"ES_Adultos"	"GO:0072540"	"T-helper 17 cell lineage commitment"	"6/1136"	"16/18870"	0.00022285581195105	0.00280946189473835	0.00218909001612181	"149233/84695/3662/10538/9021/3594"	6
"424"	"ES_Adultos"	"GO:0010212"	"response to ionizing radiation"	"20/1136"	"138/18870"	0.00022580735089865	0.00283764165094366	0.00221104725394067	"8438/25896/51776/580/1894/3627/836/1958/1026/7516/6240/894/10635/79035/675/5888/90381/641/672/596"	20
"425"	"ES_Adultos"	"GO:0098586"	"cellular response to virus"	"15/1136"	"88/18870"	0.000226157906015059	0.00283764165094366	0.00221104725394067	"80149/64135/3627/4790/59067/1687/3663/3717/6363/220001/3458/3320/1984/3965/5600"	15
"426"	"ES_Adultos"	"GO:0042771"	"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"	"10/1136"	"44/18870"	0.000227590791801381	0.00284221364409237	0.00221460968152666	"7161/4582/23612/972/1026/54541/675/79915/596/602"	10
"427"	"ES_Adultos"	"GO:2000516"	"positive regulation of CD4-positive, alpha-beta T cell activation"	"10/1136"	"44/18870"	0.000227590791801381	0.00284221364409237	0.00221460968152666	"149233/6375/7292/941/9308/6363/3458/8651/3965/3594"	10
"428"	"ES_Adultos"	"GO:0048511"	"rhythmic process"	"34/1136"	"296/18870"	0.000228658243107246	0.00284885679936897	0.00221978592716957	"51514/3398/1545/8553/25819/836/9456/1437/1958/7124/196/10135/2146/1960/7071/4915/4783/445/112464/79723/1390/2662/983/4791/8914/10419/7301/463/124626/7153/7298/8792/5971/22809"	34
"429"	"ES_Adultos"	"GO:0002418"	"immune response to tumor cell"	"8/1136"	"29/18870"	0.00023165227699658	0.00287941615332197	0.00224359731139334	"3329/84868/196/1687/29126/634/5817/259307"	8
"430"	"ES_Adultos"	"GO:0048661"	"positive regulation of smooth muscle cell proliferation"	"16/1136"	"98/18870"	0.000237069554927107	0.00293988352497019	0.00229071256852643	"3725/5743/3398/6772/2247/7015/3673/3596/1839/7124/4602/3717/8013/3479/4331/55512"	16
"431"	"ES_Adultos"	"GO:2001057"	"reactive nitrogen species metabolic process"	"14/1136"	"79/18870"	0.000238304805337957	0.00294832921953007	0.0022972933253877	"80149/5743/1545/6697/7124/3326/857/3717/445/3458/2643/384/3320/1728"	14
"432"	"ES_Adultos"	"GO:1903707"	"negative regulation of hemopoiesis"	"18/1136"	"118/18870"	0.000239976341877832	0.00296212097167069	0.0023080396490778	"80149/7292/3398/84695/1493/9290/604/3558/3659/3565/972/1021/10221/56834/3902/8651/6348/634"	18
"433"	"ES_Adultos"	"GO:0016032"	"viral process"	"45/1136"	"432/18870"	0.000241442346438339	0.0029733177848425	0.00231676403575579	"7293/8764/80149/3725/2494/91543/64135/6772/941/83666/5359/27074/7037/3673/972/7124/3326/857/10581/8519/10410/6737/5702/3312/983/57379/4940/5901/6541/7301/55065/3965/6346/6348/6351/7153/3838/596/3383/684/5817/6510/3276/3956/9582"	45
"434"	"ES_Adultos"	"GO:0019058"	"viral life cycle"	"36/1136"	"321/18870"	0.000243293310205097	0.00298919263346679	0.00232913347657147	"7293/8764/80149/2494/91543/64135/941/5359/27074/7037/3673/972/7124/3326/857/10581/8519/10410/6737/3312/983/57379/4940/6541/7301/55065/3965/7153/3838/596/3383/684/5817/6510/3956/9582"	36
"435"	"ES_Adultos"	"GO:0071219"	"cellular response to molecule of bacterial origin"	"29/1136"	"239/18870"	0.000256882188719614	0.00314446388358781	0.0024501184751818	"80149/2634/115362/7292/129607/7855/941/4283/3627/6373/10563/4790/79931/3148/1437/84868/7124/7128/196/10221/3717/29126/445/57379/1019/4792/3394/8140/4793"	29
"436"	"ES_Adultos"	"GO:0048145"	"regulation of fibroblast proliferation"	"15/1136"	"89/18870"	0.000257113118300883	0.00314446388358781	0.0024501184751818	"890/891/3596/972/4049/1026/4602/5154/1021/857/1019/3479/990/8877/3976"	15
"437"	"ES_Adultos"	"GO:0002832"	"negative regulation of response to biotic stimulus"	"21/1136"	"150/18870"	0.000259509348371726	0.00316649021407703	0.00246728105718942	"11221/54625/84868/115004/7128/196/10221/6737/710/3312/10906/4940/384/7301/84166/708/9212/3965/634/259307/11274"	21
"438"	"ES_Adultos"	"GO:0000302"	"response to reactive oxygen species"	"26/1136"	"205/18870"	0.000261823269248941	0.0031874137125958	0.00248358432928418	"11315/5052/3725/1545/6772/1894/836/1719/5796/4602/7128/2146/7295/8061/983/10105/10935/55270/2643/2353/55512/1728/8877/573971/596/7226"	26
"439"	"ES_Adultos"	"GO:0033280"	"response to vitamin D"	"9/1136"	"37/18870"	0.000270063306835198	0.00326568944816667	0.00254457559297197	"5743/3627/8614/3371/7421/1594/9365/2242/25959"	9
"440"	"ES_Adultos"	"GO:0001776"	"leukocyte homeostasis"	"17/1136"	"109/18870"	0.000270094616013784	0.00326568944816667	0.00254457559297197	"1435/9447/3558/23657/836/972/7128/3559/355/5027/10673/4522/9133/3965/5366/596/8740"	17
"441"	"ES_Adultos"	"GO:0019751"	"polyol metabolic process"	"17/1136"	"109/18870"	0.000270094616013784	0.00326568944816667	0.00254457559297197	"6697/2820/130367/27235/2247/1719/84649/5092/2805/7167/1594/5106/2643/3706/8877/3613/573971"	17
"442"	"ES_Adultos"	"GO:0002548"	"monocyte chemotaxis"	"13/1136"	"71/18870"	0.000282111912566148	0.00339555514672377	0.00264576497186351	"6846/6375/6364/3627/6363/8600/6367/6346/6348/6351/6349/8792/6370"	13
"443"	"ES_Adultos"	"GO:0090307"	"mitotic spindle assembly"	"13/1136"	"71/18870"	0.000282111912566148	0.00339555514672377	0.00264576497186351	"55143/991/4751/3833/3832/29127/440145/9493/9055/5347/9212/3837/332"	13
"444"	"ES_Adultos"	"GO:0032612"	"interleukin-1 production"	"19/1136"	"130/18870"	0.000287380110128552	0.00344338330154031	0.00268303194330545	"80149/115362/9447/7850/7855/1958/84868/7124/7128/3717/6363/3458/3479/5027/384/3965/6348/8877/634"	19
"445"	"ES_Adultos"	"GO:0032652"	"regulation of interleukin-1 production"	"19/1136"	"130/18870"	0.000287380110128552	0.00344338330154031	0.00268303194330545	"80149/115362/9447/7850/7855/1958/84868/7124/7128/3717/6363/3458/3479/5027/384/3965/6348/8877/634"	19
"446"	"ES_Adultos"	"GO:0045591"	"positive regulation of regulatory T cell differentiation"	"7/1136"	"23/18870"	0.000293664042245278	0.0035107701230222	0.00273553873060179	"11221/604/3558/3458/8651/3965/259307"	7
"447"	"ES_Adultos"	"GO:1901653"	"cellular response to peptide"	"40/1136"	"374/18870"	0.000306593213929175	0.00365712084776505	0.00284957299139271	"8503/5872/1545/4929/6772/4790/890/7124/9734/7532/857/23516/760/3717/8013/29988/445/79746/10580/2805/3164/8914/8835/3479/2706/5106/2353/23191/5315/8651/84706/55512/990/6776/83990/9021/9663/3383/773/634"	40
"448"	"ES_Adultos"	"GO:0002685"	"regulation of leukocyte migration"	"28/1136"	"230/18870"	0.000308258092635725	0.00366875403315897	0.00285863739267511	"8784/8764/1435/6846/6375/6364/4345/3627/10563/5734/3673/3565/972/7124/7422/6363/23143/55512/708/3965/6346/6348/6351/8740/6370/3383/9466/58494"	28
