logFC	logCPM	PValue	FDR
TTLL9	-0.504833168017482	-2.19537664700498	0.613501925159438	1
SLC15A3	0.244748674435325	1.91371999436251	0.613615787783898	1
MICOS13	0.124044665818606	4.2988590656322	0.613640225660969	1
ABI2	-0.102355880604476	5.73441783878964	0.613672461621877	1
RNASEL	-0.0809957659513192	5.97558602352295	0.613916889506457	1
SEC61A2	-0.104171178849309	4.29969428040541	0.613939862296904	1
TREML1	0.388584330966799	-1.34934648104491	0.613988493071756	1
PEX13	0.148270666306354	4.10380370581339	0.613991427137308	1
MT-CO2	-0.100034509283808	12.2957667492014	0.613998409766449	1
ANKRD1	0.847882609314281	-3.18368930965972	0.614008242697316	1
ZC3H6	0.129274158537601	4.65293492625898	0.614015897954564	1
NDUFA3	-0.103923224678958	5.00597453047457	0.614084500761457	1
NCAPD3	-0.0936873865170176	5.69702978086323	0.61411315222163	1
UBAC1	-0.0930656955005083	4.89869417896316	0.614131700602588	1
LINC-PINT	0.230390325460321	3.30350615024864	0.614167159818374	1
LRRC66	-0.434660876638277	-1.56712462973889	0.61421344212619	1
ACTR1A	-0.0811319758421368	6.40090064175978	0.614270055078498	1
RNF181	-0.113774641822138	4.53976536680838	0.614329917210881	1
ZBTB32	0.401154145804275	-0.69856323292973	0.614354613103128	1
MRPL21	0.14763813148246	4.05103068878401	0.614407019594126	1
RIPOR3	0.532611741140583	1.28128322445423	0.614541253044252	1
ZNF559	0.12346120451133	5.70702917367164	0.61454403923751	1
SAP30BP	-0.085009310449758	6.04128899158436	0.614556045583315	1
TLCD5	-0.467778016543354	-1.83386760546474	0.614592853510357	1
ID1	-0.507834084823655	-2.41829131832106	0.61472869426424	1
RHOBTB2	0.185114890690728	2.29156190431243	0.614807668480197	1
NUDT5	-0.0810802151266375	5.61906507540663	0.614898756913775	1
CCDC18	0.168533829689187	3.63860214280653	0.615007681879161	1
ZNF117	0.337148828264571	0.3877752896675	0.615199888175637	1
EEF2K	-0.119134325198903	5.06272494306508	0.615306589577388	1
FBXW5	-0.10053294961282	7.05003488416797	0.615322385466021	1
HIGD2A	-0.130629400749101	5.44022974989432	0.615362282864965	1
EGOT	1.13421279181745	-3.29349324447094	0.615432317703826	1
THORLNC	-0.803639057644239	-2.82543217610194	0.615459932609983	1
PHF20	0.0996713235506665	5.8539118248507	0.615495778916604	1
SMARCC1	0.0845812708298852	6.75144737533543	0.615583617078295	1
MEG3	1.04865361461734	-1.87073794610103	0.615621604804837	1
HAUS1	-0.138142434667561	3.72641464155876	0.615664188305742	1
C3orf20	0.871467076351781	-2.89661120922422	0.615898929033779	1
DTWD1	0.116314627355904	4.11350238808908	0.616030180214154	1
CWF19L1	0.082886489394436	5.55459145311025	0.616099934038885	1
SLC22A4	0.450504661691235	-1.71952953489447	0.616109441527478	1
KCTD9	0.0942242353739105	4.90041427852498	0.616111592660968	1
ELP4	0.114245133640468	3.91412310735274	0.616143195244916	1
GAS2L3	-0.770599434228888	-3.15362647450003	0.61619761077688	1
E2F1	-0.257851791136597	1.57251685392238	0.616253061984706	1
FECH	-0.133986044186659	3.43528763666695	0.616270207499292	1
CPLANE1	0.174904296951938	3.73220376297428	0.616359473389763	1
PREX2	1.4626616769698	-3.1903548595962	0.616401607819361	1
ROBO4	-0.909112759201424	-1.84337676524039	0.616429280546702	1
SGSM2-AS1	0.241777624947426	0.971052306231034	0.616459560695056	1
PAIP2	-0.0827825640755288	7.24168094548783	0.616532236482485	1
SNX16	0.168355897703611	2.85848927983497	0.616557606834333	1
ZCCHC14	0.096038421996749	5.64678684902287	0.616614752392064	1
SEC61A1	0.0838627201639532	7.39474422922576	0.616662555541847	1
GTF2A1L	-0.957431254666497	-3.17405320075558	0.616666925374093	1
FOXD4L5	-0.745840475128159	-2.84295163873944	0.616695378862742	1
STRN4	-0.0804195261520932	6.07694784111438	0.616761634594857	1
PELI2	-0.116094125774772	3.91635735013398	0.61687488582841	1
APAF1	0.0991845322613353	5.12063587484584	0.616958911012523	1
PRDM11	-0.157596057709588	3.18340183912635	0.617034430962502	1
MGST2	-0.30673461778473	-0.73645285329683	0.617121345055307	1
RPL13A	-0.10268102557679	12.2399363384531	0.617149685168013	1
PDP1	0.147938677138262	5.24661841390382	0.617200549987724	1
EHMT1	0.0769839540638105	6.33935370582384	0.617204770920634	1
MMP25	0.222057389762079	1.72680831918863	0.617222596189978	1
ZFHX3	0.29255919714701	0.987385529556578	0.617232912403751	1
B4GALT3	-0.111381208016335	6.45202192492306	0.617297021342375	1
PEF1	0.0980785522751484	5.48533992878914	0.617372206556138	1
TBCK	0.106587774970388	4.91771816562834	0.617475178116445	1
ZNF23	0.106699368856006	4.58217896494053	0.617532333119559	1
PCGF6	0.161677603928324	2.97869461321183	0.617543994451554	1
DCAF8	0.079952726218028	7.80937611174206	0.617594863649531	1
DOC2B	-0.94013084559283	-2.95367948871668	0.617705775706966	1
RPS29	-0.121268443813118	9.70221550438621	0.61774022274617	1
WDR90	-0.177595415311777	3.14461294704457	0.617765080128701	1
GPR173	1.06375658163004	-3.0919097530791	0.617912606989949	1
TTC23L	0.393365841540757	-1.20600651633722	0.617933717546618	1
PLAAT3	-0.484891254969697	-0.587885815990441	0.617993926878202	1
TBX6	-0.222848559997499	1.35218415472304	0.618027289804881	1
MLYCD	-0.206911124442435	2.8971382951874	0.618063518699272	1
LINC00313	1.15860932459327	-3.44359636315229	0.618087027711351	1
EIF4EBP2	-0.0837265670565202	7.29757692312962	0.618200385971756	1
CFAP20DC-DT	-0.534304632161452	-1.96367870709542	0.618463465271215	1
CFAP70	0.178363043839426	2.66542302059587	0.618505026478192	1
C2orf49-DT	0.155693604729398	3.00269051881212	0.618558075671166	1
RARRES2	-0.429992909371333	-2.25008763662546	0.618617063331573	1
FILIP1	0.581139550600598	-1.96909121821817	0.618622028664322	1
RPL36	-0.111366867142459	9.58033547133985	0.618628613914074	1
GLRX5	-0.108315959486643	4.40605612152959	0.618638367237017	1
RPA4	-0.493367749540109	-2.50078012975806	0.618724557291561	1
SLC25A19	-0.16622230951747	3.31445116711578	0.618731476795734	1
ZSWIM3	-0.151158019358519	3.32360839119781	0.618962605878206	1
SYN3	-0.7596194049237	-0.100301401404421	0.618986957981348	1
IGF2BP3	0.362452123450245	-1.09705109191597	0.619223246636998	1
SF3B1	0.0950367124027966	10.1819710402855	0.619272661522715	1
MTFR1	0.154431183163089	3.43668632807637	0.619369811065064	1
PPP2R3A	-0.226719437526083	1.51812610875537	0.619370477603141	1
SLC25A14	-0.143130923679521	3.31260976645188	0.61942520952149	1
WNT5A	1.95291028015869	-3.41640024013021	0.619431711126899	1
KPNA7	-1.03589750910845	-3.18054245180289	0.619496458503496	1
CACNG4	0.563222060817706	-3.2913230121657	0.619501205054342	1
PDIA4	0.0969278296329864	6.55462851852245	0.619833834144184	1
CHKB	-0.0814963772054281	6.88079845511396	0.619878967631869	1
RALBP1	-0.0787433573220864	6.42701165813647	0.619898638325854	1
SNAP25-AS1	0.80474366185566	-3.27426860391781	0.619956686552195	1
PCDH1	-0.699359370894938	-2.61672879679631	0.61998770511315	1
TRMT1	0.0846460323668401	6.38352549365741	0.619988606569385	1
MT1X	-0.245092621905118	1.80562635810293	0.620009476473408	1
RASIP1	0.443587829050053	-1.92903561245058	0.620160320549793	1
FGD2	0.523217606704546	1.02814133262485	0.620165334120127	1
TSPYL1	0.0809883919882528	6.78575196168192	0.620182964815637	1
PRR11	0.279614597876519	0.0408166684845236	0.620503015239875	1
ANP32A	0.0839631870107607	7.08173046302442	0.620505362086322	1
AKR1C1	0.364574876711316	1.95707221066875	0.620563690308503	1
TOMM40	0.105265440986609	5.08802816150257	0.620635558955577	1
TTI1	0.0870555931984938	4.98077423314817	0.620730424694598	1
MMP7	1.14972068420938	-1.07870336956729	0.620819092009307	1
REPS2	-0.306623471896635	-0.0598053526236713	0.620990632127206	1
ZNF14	-0.0786880235751862	5.48118779530643	0.621018263204383	1
RNF141	0.138878128706114	4.2736644334023	0.621117641271579	1
IRF6	0.372849812767521	0.273029762203101	0.621405594169862	1
DHRS11	-0.190728527152011	2.70682137553766	0.621409599815334	1
CNOT10	0.0836955293731108	5.08692524284111	0.621414477841036	1
ENOPH1	0.0892484842469147	4.89149028833797	0.621418868120539	1
SLC6A13	0.556832970523531	-2.22925151639655	0.621424687015501	1
DNAJA3	-0.080923605777774	6.31073880292597	0.621478851920372	1
TMEM248	-0.0763587290525227	7.13111979904601	0.621509623343838	1
DGCR2	-0.0839889949444394	6.45714201062519	0.621538494841007	1
CCDC163	-0.229321072557818	1.2321240232167	0.621561423129807	1
ADCY9	-0.157553800872647	3.31497468699125	0.621647738310656	1
POLR2C	-0.0857256555753142	6.02429985550732	0.621786868566329	1
HECTD1	0.102556538539039	7.06398476730986	0.62190197928358	1
FAM81A	-0.964904211082513	-2.57511927117868	0.621922409702086	1
COQ7	0.132162745469618	3.61068101445175	0.621936887132679	1
TRIM66	0.12750310038008	5.07004209523775	0.622020733437633	1
TMEM63C	-0.363191599542014	-1.07339235027775	0.622108191596373	1
RDH10	0.165138286310055	2.82049945296666	0.622173481778345	1
SS18L2	-0.124309761086968	5.06368129793103	0.622313430105812	1
IFT57	0.147288198145655	4.38221535199835	0.622580555619897	1
CYP7B1	0.77732396876598	-1.51046628425805	0.622680398059072	1
LINC03086	-1.30465732717518	-3.487746845864	0.622722878715477	1
VNN1	-1.30465732717518	-3.487746845864	0.622722878715477	1
TTK	-0.291895070091183	-0.491565426135097	0.622768793978805	1
URI1	0.0864388786759813	6.78555860058345	0.622819657356258	1
VASH2	-0.264486235294249	0.0824782582556615	0.622820767082494	1
DNAH11	0.364187101435916	-0.721857713671531	0.622827834680041	1
DDX27	0.0797418899693647	6.63241952905356	0.622903940657172	1
CLCNKA	-1.52968501302265	-3.44111265943679	0.622925600301804	1
ZNF513	-0.111168625777589	4.68028506347883	0.622972795855836	1
PCDHGB4	-0.506709374590165	-1.97144450332153	0.623014787157904	1
HTD2	0.262833053227014	2.96889608934182	0.62305013591973	1
PRKAR2B	-0.346168313421169	-0.203302333613459	0.623059251458424	1
DSEL	-0.25301757071854	1.11980549039159	0.623059653641977	1
PCDHGA5	0.757123184039521	-2.37641147654586	0.623144772695306	1
ZBTB8B	0.530442179326022	-2.04491273160352	0.623161307558263	1
GPR75	0.28884804979799	0.850086939182462	0.623197670253657	1
KANSL1L-AS1	0.234112770931675	1.15694411321338	0.623202481527865	1
SDHAF3	-0.160602817090103	3.12643449550388	0.623378456138598	1
MBTD1	0.0975096489678811	5.81634276580844	0.623383543777026	1
TRPM2	0.396936184224714	-1.12834213179541	0.623430932288744	1
PPP5C	-0.0884311652750219	5.51083092144862	0.623452309490912	1
NRBF2	0.100729060357786	4.29599717639414	0.623467460980557	1
GREB1L	-0.398538879207385	-1.49934508377555	0.623544081810916	1
PIAS3	-0.0823924686993452	5.54462350257909	0.623636430409678	1
BEST1	0.710639886508928	-1.42826548291917	0.623646285729547	1
EYA3	0.0814343993851502	5.15285059454765	0.623646677741186	1
CYRIB	0.0750643933108713	6.38079395315096	0.623663609533674	1
BMP2K	0.180128722364464	3.81576312590752	0.623728076078975	1
HNRNPD	0.0831514011683536	8.7235594600096	0.623800513527089	1
IGKV1OR10-1	1.23188087528825	-1.37047992440974	0.62385734017302	1
ZNF691-DT	0.359453411916157	-0.527534639829873	0.623927807956314	1
MESTIT1	-0.84348328844402	-3.30591165590642	0.62401588354728	1
MZF1-AS1	0.157818064223281	3.01879575129423	0.624097226626733	1
CKS2	0.189552799430112	2.34986034246834	0.624164729912507	1
EDEM1	0.0826191961737339	7.61949722380198	0.624167910546848	1
YIPF2	-0.124432533172252	4.21201378586364	0.624250618486621	1
MCUB	-0.0955381530313811	7.25430223619676	0.624250833515365	1
GRIA4	0.619397279410332	-3.29292590019738	0.624287442139753	1
CHURC1	0.165997617942616	7.15037232598428	0.624428346471578	1
NPIPA2	-0.251539895341461	3.1655452465737	0.624498482308917	1
TMCC2	-0.222833820733913	1.74933423076461	0.624596999876917	1
IMP3	-0.0996127101262014	6.06202939332306	0.624710298030492	1
DNAH8	-0.467818821498405	-2.1571258935128	0.624726009962194	1
DCP1B	-0.105367726128007	4.32948210268595	0.624760742829155	1
OR2W3	0.934860525900318	-3.14579639883277	0.624809554717369	1
SRRM5	0.288470552332291	0.625292043137558	0.62482191273003	1
TRAV4	0.149101239883238	3.07421139280545	0.624847674509464	1
PBK	-0.940844436361498	-2.71296156206838	0.624859194243485	1
NCOA6	-0.0790011020231848	6.03173503378011	0.624870402414556	1
DTX2P1-UPK3BP1-PMS2P11	0.15479021955108	3.99049120155709	0.624874978677144	1
LIX1L-AS1	-0.279855415734128	0.379453567730449	0.624876983836275	1
AKIRIN2	-0.0845356493354245	5.35092713534966	0.62489030406615	1
THAP9	0.183930103145462	2.97233449402809	0.624965880548526	1
NAV2-AS1	-1.15881206900859	-3.45461820764723	0.62496721162551	1
DCLK2	0.766343844653158	-3.22746358051616	0.62498507953022	1
ATP6V0B	-0.0954456592197129	5.57231914414407	0.624986416630532	1
PAGE2	-1.06542771553582	-2.83406414136414	0.625016033773434	1
COG7	-0.0930136047371346	4.95129854516313	0.625016982934182	1
KIAA1191	-0.0869987840402408	6.44006064764758	0.625039259274096	1
ESRG	0.468739691024613	-1.69574701817226	0.625039693866842	1
ZWILCH	0.151850185046323	3.04452173394628	0.625220442952601	1
KCTD20	0.0775214032619995	6.15299797920517	0.625275869844898	1
CACNG8	0.568215678875928	-3.28951239124085	0.625315764466931	1
IQCE	0.164583925533204	2.61918973142719	0.625341114692747	1
PTPRM	0.196895793857414	2.92011442123849	0.625371387130261	1
EIF3E	0.0829318462388386	9.3717613927133	0.625383503306414	1
FEN1	0.133153686783933	3.55335637446677	0.625408919376407	1
DIP2B	-0.0941113467793488	6.2113739730798	0.625441740167853	1
ADORA2B	0.234563635434326	1.88406205278971	0.625627615166315	1
TP53TG5	0.334630883289776	-0.321559119325333	0.625734566736787	1
SMAD2	-0.0802768404137623	6.76505967573835	0.625743498257236	1
ACSL6	-0.0976861945546281	5.84414807222728	0.625849956441057	1
SNX22	-0.237972168937265	0.67590533544699	0.62585125803454	1
JPT2	0.0769039614200998	5.70838471622429	0.625890492852324	1
ABCA6	0.414937702333198	-1.62858245101071	0.62589214216214	1
UTP18	0.0836752706536848	5.85588140048326	0.625915795205647	1
GET3	0.110029244304171	4.54635025320516	0.625926630237282	1
LINC01147	0.5829859257466	-2.73647847825567	0.626011036497269	1
ALOX5	-0.34648008076226	-0.0996543266779826	0.626026388764402	1
PRDM4	-0.0795036646041418	5.64392503599626	0.626071395370208	1
STK25	-0.0791626204498113	6.68915226271456	0.626154048147159	1
MINPP1	0.139310439508884	3.47396596487952	0.626162936139167	1
KBTBD12	0.619929764051788	-2.83199547751645	0.626176423426942	1
OSBPL9	-0.0887162752033831	5.94913616010961	0.626179781498817	1
CFAP44	0.143753650723567	5.61945809409542	0.626220693799711	1
H3-3A	-0.0837519672655144	8.40767897919598	0.626253365843107	1
MARCHF1	0.258017320347572	2.2434722234001	0.626298118293602	1
EHBP1L1	-0.0861286122510922	6.67325122884313	0.626345909722794	1
CSK	0.089544644743449	7.78558899518711	0.62636994754763	1
DYNC2H1	0.254969406140704	1.4006009640583	0.626436130450336	1
RPL18	-0.10961488539264	10.3685917354577	0.626443755975914	1
PLXNB2	0.421576415731099	1.09061093689092	0.626484442480985	1
VAMP3	0.0840556876956393	5.38340494413938	0.626492737771798	1
ZCCHC3	-0.0881718127922619	6.07434065040292	0.626548885916022	1
DOCK4	0.334071357120917	0.268473829641498	0.626581530319385	1
C16orf87	0.152188217314742	2.81383292513055	0.62659093108679	1
MIR646HG	-0.664872769965266	-0.268550725995392	0.626640189504834	1
HOXA1	0.336781959330013	-0.776010946052288	0.6266901656717	1
ADHFE1	-0.212612076554691	3.06637099732749	0.62679332786702	1
TMEM276-ZFTRAF1	-0.145380736933271	4.84391906252251	0.627098731515626	1
NAALAD2	0.311562292240517	1.15558508351059	0.627123622198336	1
RPS11	-0.0965607997556917	10.8650406848485	0.627200506697931	1
GLDC	0.532901051526186	-0.350913399767024	0.627303873648652	1
SLC37A4	-0.0965344185274019	4.58560931284221	0.627339716709578	1
SAR1B	0.0875676271040563	5.64253148250946	0.62734009426515	1
RNLS	-0.26258187394148	0.558555188407401	0.627462806174282	1
LRR1	0.164173257143136	3.44790262069623	0.627548035952033	1
FHL2	0.197632265699161	1.68389620470884	0.627575128374295	1
HGSNAT	-0.110596165829773	5.54770948467501	0.627597432594749	1
CHIC2	-0.117316027508547	3.79233275763781	0.627603167116455	1
UBE2H	-0.0914217763454035	6.44065398480814	0.627628100008841	1
THUMPD2	0.146178890537943	3.43399024305331	0.627641899329641	1
NPL	-0.161929968581271	2.6259881156083	0.627719141358955	1
ANGPT1	-0.66482769486215	-0.642883936521202	0.627725685561522	1
NHIP	0.683176530171208	-0.939703263839056	0.627735821565863	1
CLEC4E	1.04629709350881	-1.66042297564876	0.627848726260808	1
UPK2	-0.700587122368369	-2.29675200038075	0.627918861196911	1
LINC01118	-0.565228817843052	-2.6436804511824	0.627932902672284	1
SIGLEC9	-0.289180602514594	0.0172050877539332	0.627988442542999	1
VWF	-0.597816599679062	-2.29878317826161	0.627995562773906	1
KDM7A	-0.164124640111533	6.50724905400983	0.628003660629213	1
H1-7	0.531727602358495	-3.11969828911633	0.628116629700892	1
UPK3BL1	-0.130439278602415	7.20429233501578	0.628160209418515	1
LMNTD1	-1.29119058175609	-3.46926212558724	0.628285824791132	1
CYSTM1	0.203955920814372	1.71643380447902	0.628296098006659	1
UBE3D	-0.176790608906833	2.27847902166241	0.628297390891159	1
PXYLP1	-0.107671280674177	4.91839798608143	0.62841667591802	1
NPIPA1	-0.144333222853836	8.0172264491816	0.628478691612109	1
EIF3F	-0.0860543720605365	8.47010851750525	0.628507871826088	1
SHROOM4	-0.670229676782798	-3.14500410621737	0.628561257005401	1
LINC00877	1.11893178669601	-3.34504179509463	0.628582650329771	1
TMEM31	-0.561849103582487	-2.65939308344066	0.628683241465136	1
PRMT2	-0.111136244808174	7.78765299999514	0.628685988485469	1
SIRPB1	0.150977237700068	3.58968565687929	0.62873146236087	1
KIF27	-0.179285604607402	3.15663068341256	0.628735597267367	1
MMP2	-0.635153091810177	0.248907283472335	0.62874516197218	1
RPL32	-0.103284268242178	10.9488586063648	0.629086868304628	1
C19orf47	0.139098475564134	3.24340530249138	0.629130821862879	1
FRK	0.427665025573262	-2.18393407676939	0.629247654047256	1
RAB2A	0.0802323727510509	5.36254752612077	0.629256563354166	1
PRR19	-0.330914614881544	-0.91416310560872	0.629367104860065	1
SLC38A2	-0.149019151181739	8.24729861957916	0.629492973239287	1
ZNF717	0.201958022870212	2.37525268673802	0.629523844614983	1
ATP5F1C	0.0796218246359072	5.94652901201592	0.629611764056343	1
SPG7	0.0781152404138908	7.53442878495394	0.629712768393249	1
KAT5	0.0823414055398669	5.98936936259315	0.629743292466635	1
RARS2	-0.0797015665882116	5.80335018908801	0.62983682637417	1
C19orf18	-0.348030982248697	-1.10254424398778	0.629952565030301	1
YWHAE	0.0826577281176934	6.58123212188389	0.629993635561055	1
SUPV3L1	0.0800788816210239	5.2642616335572	0.630117189466506	1
TIMM9	0.100359007764172	4.78836058877059	0.630159964587274	1
CPXM1	-0.617265692336559	0.148798257661361	0.630178998363879	1
YIPF4	0.0900273729333893	6.1611287696304	0.630599587840138	1
SGIP1	1.00950675473477	-2.14806315124449	0.630822954258185	1
CSNK1G2	-0.0784904738981844	7.38825871835952	0.630858212917249	1
YY1AP1	-0.0827056662793107	6.88521668477379	0.630920292967813	1
NAA20	0.0981592485619057	4.78320294331782	0.630997240532948	1
TAPT1	0.0897157334486719	5.61864461638135	0.631024781462696	1
C12orf71	0.407527746437355	-1.38530796115347	0.63104948820621	1
LRP3	0.909723071455891	-3.28995809048257	0.631065533536668	1
JSRP1	-0.129250328891212	4.16694821149722	0.631071991958134	1
TMEM234	0.164174443019566	2.67993590247197	0.631141185344308	1
ALKAL2	-0.511219477021396	-2.62414362648737	0.631145768238397	1
TRIP4	0.101038649385822	4.9512994251052	0.631169418701155	1
NEK10	-0.299132171685541	0.350475885985799	0.631256217267632	1
ROR1	-0.703677800382979	-2.67486088003475	0.631257739471594	1
COL27A1	0.259529083317545	0.607312114003556	0.631411900209978	1
HHIPL2	-0.480447655689383	-1.77413152196101	0.631468075729712	1
SLC22A15	0.291034236547923	-0.946100570668864	0.631481708698796	1
KCNQ2	0.876726227984715	-3.24325824874982	0.631599992035191	1
NIPBL-DT	-0.126458925858226	4.7655313199359	0.631605190200064	1
MRPL46	-0.0961938359747806	4.62092097010953	0.631629085212189	1
BRAP	0.0825114765993378	5.00998491706515	0.631756595111253	1
APOA1-AS	0.745934281672707	-2.67526637102275	0.631758534830083	1
VPS35	0.0761373054283682	6.69553580666462	0.631818413440985	1
LINC01819	-0.691476422678377	-2.46005499166483	0.631825307841638	1
MDS2	-0.176380251005924	2.63740025230582	0.631837950421385	1
ANKS6	-0.102163692526214	4.73086923160317	0.631884577416833	1
TIMM17B	-0.120629753775611	4.3465367765652	0.631894994173926	1
SNCG	-0.759188422637607	-2.52118857225743	0.631908994826483	1
GREB1	0.325383121212108	-1.27694802587158	0.631911444636934	1
PCNA	0.110387244635939	5.69870624416872	0.631931613457331	1
QARS1	-0.0893424640256489	7.07829690542734	0.632005105973078	1
MYOT	-0.378261813270005	-1.74520757777642	0.632092823938966	1
LINC03009	-0.164013451172465	2.67675456372213	0.632101993789973	1
HSPB9	0.524945146306541	-3.12220105051285	0.632124229674525	1
POFUT2	-0.0793622548349228	5.56871151458802	0.632241705403019	1
ATP9B	0.0946890020888657	4.87812649350093	0.632249964571007	1
CNRIP1	-0.431290720668053	-1.07162392580749	0.632265526768749	1
CATSPER3	0.287540061851747	-0.213433381809935	0.632277406056831	1
TECPR2	0.139788505334494	3.55691146850481	0.632306683684713	1
ZBTB17	0.0852927145367405	5.27476530654243	0.632358153846255	1
LIMS2	-0.314235799469892	2.81114108026179	0.632359781303723	1
RNF212	-0.191879008619262	1.72242429297013	0.632450938467059	1
PTPN7	0.142723863343614	5.76920587726229	0.632462654564537	1
LINC00632	0.431715932144375	-2.55486224604922	0.632488093069109	1
LRRC57	0.098125513632918	4.27608208070037	0.632553494078064	1
SRR	0.219555826029436	2.752825623542	0.632564700808399	1
INHBC	-1.14309536049536	-3.06138724737982	0.632691776882156	1
NFS1	-0.0951891862381839	4.66836357667141	0.632721883119978	1
UBE3B	0.0754168957672533	6.03987266274552	0.632762568905894	1
C12orf54	0.514308470918592	-1.82428512106521	0.632779456216038	1
LINC01825	0.617818184735961	-0.336105224244077	0.632813464998289	1
ZNF440	-0.110868037590842	4.05173503226183	0.632820056061435	1
ATP5PB	0.0830145519139318	6.70118241344487	0.632862225607261	1
PDCD6	-0.0742579477788394	6.24950814401577	0.632868345420594	1
GPLD1	-0.258386355713552	1.10769768783206	0.632876603114114	1
SCN1A-AS1	-0.901640318453883	-3.3163692848027	0.633104787686789	1
DOCK9	-0.0989743867434905	7.49141402295365	0.633228344968599	1
FPGS	0.092806704275851	4.94000763012045	0.633256182103351	1
BAHCC1	-0.570854397500987	-1.52234526486562	0.633289285253418	1
CARD11	-0.108408662349666	7.26450298887621	0.633348282041639	1
PIK3CB	-0.115513828461903	4.40081970572321	0.633421683848174	1
BTG1	0.0813584425335043	9.61695201472412	0.633469940356908	1
FREM3	-0.981838257349689	-3.42670653014477	0.633500853294147	1
MRPS22	0.0802677473285516	5.38933553749816	0.633516360032003	1
TMEM67	-0.232473107813662	1.46383159134037	0.63354314240392	1
SSU72	-0.0859075183301286	7.14221745869988	0.633579582470432	1
IGHV4-61	0.811978353698845	1.81196361945349	0.633584107474261	1
FAM174A	-0.207454582306933	1.61763028827519	0.633600702581006	1
ZNF439	-0.0879581072855879	5.24760646604311	0.633606637349838	1
CTSC	-0.102979787540532	5.35217660814192	0.633651526442677	1
CST3	-0.386179640160992	-0.738386824435954	0.633777141830756	1
CSPP1	0.103916708044537	5.10466962485171	0.633786071704761	1
UBE2Q1	-0.0831832286449827	7.04834816804019	0.633838814372099	1
RBM26	0.123568994058489	7.6229024049177	0.633876064669718	1
ATP8B1	0.286154512882096	0.5470254858375	0.633881519397613	1
HCAR3	0.997729215383046	-2.45828555426394	0.633902938616951	1
DMRTC1B	0.363807788327305	-0.517172239472597	0.633909769725426	1
MRPL48	-0.102362919799142	4.68196337582121	0.633923401747877	1
KHSRP	-0.0754162625495472	7.19979034847743	0.633976541265605	1
MTARC1	-0.787446226857485	-3.27790858510972	0.634100513320187	1
EID2	-0.110852259858878	4.34051856990906	0.634148125089123	1
ODC1-DT	0.290800562367577	-0.315291904074456	0.634239634205292	1
SIAH3	-0.534618607016721	1.55223647900375	0.634246143343279	1
YWHAB	0.0781844346034112	8.71509254366074	0.634379458409908	1
BRIP1	0.227767321481868	0.801919962162777	0.634425213480837	1
DOK3	-0.352089604936007	1.30578046184396	0.634437869852531	1
LRRN1	-0.363065361078559	0.188764781320496	0.634507912525918	1
RFX7	0.132148608951169	5.36222535206041	0.634550153221829	1
ANKRD50	0.373009190190028	0.55878187187528	0.63462736967761	1
PDE6D	0.115751949160019	4.25617045147936	0.634648588620097	1
HSD17B11	-0.0744341086321617	6.18603568824035	0.634658739850127	1
ERCC6L	0.278109736399343	-0.200585656357819	0.634903082745061	1
TTLL1	-0.181796559171402	2.48023408075493	0.634907722303533	1
TMEM163	-0.555676063692074	-2.0331187427656	0.634913617746964	1
C20orf204	-0.414256744173023	0.147736154251129	0.635159913902471	1
POLI	0.142155509590294	5.39428533736281	0.63540309113741	1
SLC30A10	0.782883467337749	-3.16656038807205	0.63550078872381	1
VAPA	0.0739476492555296	6.69543675236832	0.635515197270538	1
ZNF607	-0.125595470893776	3.5246156593223	0.635580974067255	1
ZNF138	0.115475234787577	4.20850283873709	0.635663916768551	1
CLN6	0.11029688542949	3.79958620323286	0.635850784894914	1
SDHB	-0.109292465407955	4.92468639134804	0.635856388977906	1
APH1A	0.091857615583501	6.81250765592649	0.63617575860546	1
IP6K2	-0.129084067207214	6.4998541693236	0.636247045691631	1
LINC02987	-0.228117245260485	1.60257396285554	0.636274952514822	1
WIZ	0.0781935676226431	5.63014162893624	0.636335840517102	1
ZNF584-DT	-0.103028944053382	4.16874322058051	0.636434018802615	1
HMGN3	-0.114892178033172	4.26804486639907	0.6364475240623	1
MAP4K3	0.147905658860939	3.76507545217798	0.636552477296724	1
ZNF660	0.357911335770491	-0.274180627395172	0.636628231588305	1
HNRNPAB	0.085229909495311	6.35497700517981	0.636633093712985	1
RHOA	-0.0816156926549375	8.44407992947112	0.636744713430537	1
RPS20	-0.0944560220078215	10.7074197624525	0.63679897948587	1
LENG1	-0.12503577793227	4.2247004514265	0.63683772052861	1
CCDC62	-0.234800601957831	0.880122704943702	0.636846462871004	1
CDKN2AIP	-0.0803966903104293	5.95685354982541	0.636858853741994	1
NCR1	-0.373972836793018	-1.56084519005704	0.636905897984848	1
ETFBKMT	0.194415118832248	1.82333252547567	0.636979492027017	1
KDM4A-AS1	0.210929451629766	1.91396183630048	0.637117885102034	1
SUSD5	-0.617994161112712	-2.23012640758637	0.637268614823666	1
NPIPB7	-0.187683866798098	3.07860228213623	0.637320178859092	1
RNF216P1	-0.0866866032424296	4.77734856786854	0.637323858047812	1
NUP50	0.0849897719697829	7.16874107371296	0.637352674826856	1
LHFPL5	0.153184994050593	2.92324623942068	0.637384877225948	1
PRDM10	0.119815363169822	4.73191750518394	0.637423487768408	1
PGM1	-0.130736900292678	4.27079314444695	0.637534666747672	1
ANKRD13C-DT	-1.35547983799714	-2.45723990386997	0.637600353282028	1
