gene	logFC	logCPM	PValue	FDR
628	PFKP	-1.68159481911776	6.61652621598173	0.00140553210320992	0.0224335685123935
629	LRRC37A4P	1.30734149858977	3.40252695744651	0.00141729551137995	0.0225928328558388
630	KAZN	-1.33212616358506	2.05224946761116	0.00143805612522235	0.0228949388389173
631	ECRG4	2.40329399059716	0.645839697237488	0.00146964939473268	0.0232455978289704
632	BAD	-1.29169645174875	1.18758791967149	0.00147110088180495	0.0232455978289704
633	TPBG	2.38564185191676	-0.492130296777445	0.00148108607186066	0.0233450889309344
634	KLHL20	1.29717131386735	1.08489242260173	0.0015038693804478	0.0236747198362287
635	CGN	1.560351723126	0.969104483165435	0.00151614585959529	0.0238383330992517
636	CD34	-3.43820289477289	4.4744250410959	0.00152167890415744	0.0238660345600009
637	ANTKMT	1.14610195786332	3.30968999808179	0.00153203229084587	0.0239394230928842
638	KHDRBS3	-1.69235016056214	-0.150278929840395	0.00153478479539342	0.0239528620903755
639	TRIQK	-1.89130665451319	2.05912820254203	0.00157352996158078	0.0244670377441375
640	SLC16A6	1.53030754001685	2.27806529472843	0.00158637744617107	0.0246063472257196
641	FNDC11	-2.10351322102567	-0.825138734460164	0.0015918417633977	0.0246608827409115
642	LAT2	-1.43956172074275	4.26958926299752	0.00159735520233247	0.0247160449827897
643	PSD4	-1.08086422329917	8.20329632233025	0.00160907867538185	0.0248573907938568
644	NPAS2	-1.47271357513878	3.12895100765238	0.00161167392044362	0.0248573907938568
645	PKMYT1	-2.68710024181057	1.34482393017869	0.00161238191054408	0.0248573907938568
646	MECOM	-2.35129395871509	1.17207854313819	0.00161623700273283	0.0248582198066538
647	C4BPB	1.29622564939062	1.91478417317809	0.00162909383698275	0.0249353192696747
648	LRRFIP1P1	-1.72998567285779	0.038274195849325	0.00162925725179908	0.0249353192696747
649	DYNLT3	1.24727066775273	1.65185798915241	0.00165489667568926	0.0252058089340541
650	AGGF1P2	2.12150639926023	0.333538690188058	0.00166493319822976	0.0252977905041945
651	ST8SIA6	-2.02834443276986	0.496503121400592	0.00166807610783488	0.0253151550322136
652	ARHGAP42	-2.35361043729505	-0.542390394376365	0.00168898480594168	0.0255405981945088
653	DMKN	1.46269959129048	0.552642952906748	0.00170722321101996	0.0257855897158469
654	LRFN3	1.00840883833448	3.47747334747075	0.00171948212844605	0.0259397917756158
655	ZNF587	-1.2218051738343	1.69524316995712	0.00174760614139942	0.0263013685275773
656	TICRR	-2.30218719416178	0.919268791363314	0.00175880828465367	0.0264385231102868
657	HSPA1L	1.1325241185651	4.68025248203049	0.00177134075454892	0.0265953261332452
658	CXXC5	-2.30453362069766	2.3776666826618	0.00179681587968762	0.0269139628274629
659	UNC13B	1.78252551428465	1.69052678040639	0.00180062493606373	0.0269389021273507
660	IGLV1-47	4.25749692608595	2.68847779268859	0.00183159989706211	0.0271776786601584
661	OR10Z1	-2.37614350591182	-0.0817016080806634	0.00183742535714599	0.0272321929103006
662	RCN1	-1.38437128611082	3.24684437853983	0.00185320748235716	0.0274019241871432
663	FAM162A	-1.45804356861377	6.38751563601801	0.00186915392809691	0.0275175455983898
664	STK32B	-3.27548699182117	0.0434902961514153	0.00187287835223948	0.0275175455983898
665	BACE2	-1.8969011492738	1.6222411158962	0.00189803250362857	0.0278370769390809
666	AOAH	-1.55679699097616	3.9111361652598	0.00192393237404644	0.0281191825153647
667	KIAA1671	-1.32066376604527	4.38454825507438	0.00194387954590767	0.0283126391398773
668	HOXA4	-2.79128969219213	0.047395567515634	0.00196286388340549	0.0285234996237236
669	AKT3	1.93693835662531	-0.7232350070011	0.00199437140208643	0.0288787658978271
670	IGKV3-20	3.75315445904205	3.79231425920498	0.00200255742366393	0.0288787658978271
671	ADAMTS6	-2.55881073551009	2.85614310933563	0.00200328327868311	0.0288787658978271
672	LRRC8C	-1.26956291678313	1.62283703700858	0.00207244713335673	0.02974032127766
673	THEM4	1.09150475267026	7.45399226434952	0.0020854190384128	0.0298541100142924
674	FOSL2	-1.92538148612373	3.3758835826142	0.00210245121064072	0.0300346782991869
675	HILPDA	-2.64195329418043	1.62305893233968	0.0021162147420325	0.0301632094480916
676	IL12A	2.0105263035404	0.415290550488069	0.00213774347963246	0.0304134342337701
677	TMEM242	1.72775911746213	1.11600281290035	0.00219354790139396	0.0310904096169579
678	LMO2	-2.50333340510649	4.27639816608418	0.00221918096356027	0.0313134598169256
679	CHN1	1.67412926508618	0.321206551663304	0.00223024523951416	0.0314345367444663
680	REEP1	-2.40179699507686	0.43178099027284	0.00223935033072399	0.0315277609966336
681	ANXA3	-1.72660198137813	0.331954533699657	0.00227179844027054	0.0319135991770303
682	TMCO4	1.54276804020015	4.37682983853666	0.00228865789629828	0.0321147926756622
683	TOP2A	-1.86362205732192	0.404050026364652	0.00230479444980764	0.0323054079193967
684	RDH5	1.00017379150818	4.42777823726882	0.00230958286362001	0.0323367149389806
685	GAPDH	-1.80801041861302	10.6904654437984	0.00236581469144804	0.0329418223868623
686	TPSD1	-4.02640980704803	1.23819736944738	0.00239237500940937	0.0332385186543297
687	ANKRD37	-2.01302337848555	3.28939247048142	0.0024087878626106	0.0333814024595455
688	CD82	-1.20247612822246	4.92058797046785	0.00241255051252874	0.0333814024595455
689	ZNF415	-1.86417232505625	3.04647496836689	0.00241320875803777	0.0333814024595455
690	DIPK1B	-2.52869972958593	2.95116754918365	0.00243948821512929	0.0335581962022132
691	PTCH1	1.02907764509818	3.78875948523457	0.00244189766155	0.0335581962022132
692	DLG5	-1.44239165680693	2.58838928143462	0.00245002170132614	0.0336333239410899
693	DNAH14	-1.71780870273221	0.440998127425613	0.00248323059330919	0.0340522747773721
694	NECTIN2	-1.74947543253275	0.809768427234479	0.00248722664029444	0.034070159725332
695	SNRPD3	-1.07087735464227	3.8719941995128	0.00249781015002099	0.0341226636165269
696	TMEM45B	2.7470490355972	3.20574324171307	0.00252815014167346	0.0344443448257923
697	TCEA3	1.53524254957597	1.70583276965667	0.00258797947938119	0.0351700426996164
698	SLC27A3	1.04750480739858	4.01804517006259	0.00261548342568532	0.0354029018260337
699	BCKDHA	-1.1351270902346	3.90965686887351	0.00266538950182703	0.0359657088748664
700	TM6SF1	-2.03153161222365	0.46472122989591	0.00266838250237666	0.0359677500879461
701	DACT1	-1.53579491940748	0.705659210599455	0.00269102551775255	0.0361958660767205
702	DNMT3B	-1.95756473319912	2.34025855866382	0.00270736544368378	0.036261507323498
703	NHLRC4	-1.37521603926182	2.78925590110641	0.00271195273141288	0.0362845515026351
704	SSTR3	-2.41812118445301	1.20599959727043	0.002716921765598	0.0363126491944814
705	HDAC4	-1.17159428042171	6.08958024304149	0.0027225514325668	0.036349507892403
706	TTC24	-2.04280840204235	1.8174638300864	0.00272779286391739	0.0363811109363566
707	TNS3	-1.69810634342516	2.35726119491474	0.00273472710193324	0.0364352009780726
708	IFNL3P1	2.38763018026381	-0.856548048974286	0.00276454092499705	0.0367248774096486
709	PLGRKT	-1.35022463086702	0.82121534790363	0.00277210303656183	0.0367397990929456
710	SLAMF7	1.91077833144647	3.55212968149552	0.00278706077680666	0.0368994019372823
711	CILP2	1.90101346287471	-1.04199788625284	0.00281323203118525	0.0371681396855028
712	KIFC1	-2.1415333224746	2.16068555201478	0.00283298444774712	0.0373511293282659
713	TP53INP2	1.19958152237235	3.2648970055129	0.00284024451195972	0.0374078821934175
714	CHI3L2	-1.94925544066966	4.26374088918372	0.00287728003386597	0.0378169609435531
715	SPI1	-2.57978942320187	2.21418929723138	0.00294953886479768	0.0386863351417039
716	RRAGD	-1.44398924514337	3.8300411870379	0.00295685118498489	0.0387420967374263
717	MOB1B	-1.40691618667348	0.797189200099864	0.00296679770409175	0.0388322218621398
718	CDC25A	-2.43228730726416	0.0998026929501641	0.00304253618626755	0.0397286990402692
719	MARK2P16	-1.40133745315881	1.22146717621402	0.00306363382732115	0.0399345142661213
720	PLS3	-2.93287697744851	1.17817049918681	0.00309220217481061	0.040216036513029
721	H2BC4	-2.13412425496506	-0.714666014077127	0.00309648169663041	0.040216036513029
722	TMEM249	1.47951473459483	0.267521302218053	0.00309794071266519	0.040216036513029
723	RAD50	-1.03650331617588	3.00028846866424	0.00314518008006308	0.0406209635442432
724	POU5F1B	1.30545139126941	1.43769170659942	0.00317357443302233	0.0409042073307165
725	KLRA1P	-2.27413906630085	0.173048923117055	0.00318784305015434	0.0410463168726383
726	EMILIN2	-1.07065559891517	2.77134125141727	0.00320035765403389	0.0411237835808192
727	NAMPTP1	-1.29897724185282	3.01740160383032	0.00322055769434997	0.0412994921351445
728	GUCY1A1	-2.87420995575616	2.25705824262043	0.00325278454462725	0.0416284064523226
729	TUBG2	1.24260785136318	2.0561806523477	0.00325989540235726	0.0416772687955917
730	MSRB3	-2.22081479508391	3.56509014936641	0.00327283450093525	0.0417583329418725
731	TESC	-2.08957574502352	1.22309476242157	0.00328784747687342	0.0418314802237837
732	SLC26A11	1.12876155342403	3.21257311136412	0.00338746915134918	0.042961119287201
733	BRMS1L	1.65916641205876	0.905306591240099	0.00343968242850599	0.0433626100573708
734	GADD45B	1.06887992546139	2.57263382724928	0.00345344280366073	0.0433922964859797
735	INAFM2	-1.42388515546302	2.13433231079165	0.00347098494489748	0.0435403929113651
736	MAP3K5	1.47169211961404	0.0447245167864297	0.00349777682163004	0.04383303092215
737	AMIGO2	1.01752638194035	3.3850479436533	0.00355223372987901	0.0443836350632563
738	ITGB5	1.78518321212421	-1.05282788292827	0.00356063146554053	0.044444686843537
739	TCTN2	1.20398957173783	2.36490989476209	0.00359338700500518	0.0447212382717312
740	JAKMIP1	2.99115586376221	0.612760477692208	0.00360618989312647	0.0447485739973546
741	RRP7A	-1.80758799977493	1.38207752527871	0.00361895717904385	0.0448630176446209
742	HDC	-3.08100716429968	4.23166386569346	0.00365978400658717	0.0452061267447959
743	PDCD2L	-1.01545341886566	3.28622488416344	0.00366092122251843	0.0452061267447959
744	RTL8C	1.2615390243293	2.48745910288045	0.00371159565149869	0.045742615541401
745	CCDC186	1.41612663662903	3.45382750572232	0.00381886995074862	0.0467444618189313
746	PLIN5	1.36613870408519	1.52499235845599	0.00382981803794199	0.0467444618189313
747	PPP1R26	-1.53769210161783	1.55744124526009	0.00386041909982391	0.0470272613536778
748	SLITRK4	-1.68803853239276	-0.232417388422944	0.00387792092003375	0.0471497070940126
749	SMOX	-1.81681226290551	0.931180910951669	0.0039027918609679	0.047406561021373
750	P4HA2	-2.23627937622119	1.58868867160462	0.00398074536612911	0.048140440893149
751	APOC1	-2.19739289140091	-0.164176180624556	0.0040300008270258	0.0486250910082607
752	MS4A3	-3.15048800443203	0.932305643731369	0.00404006436989355	0.0486767322196476
753	IGKV3-11	3.65028729969713	2.6668053761434	0.00404197247079479	0.0486767322196476
754	DARS1	-1.04323478893377	4.91559739209801	0.00409941819222347	0.0492116599990377
755	TRAFD1	1.23355449770071	2.67097856738155	0.00409978126495925	0.0492116599990377
756	MYCT1	-2.42815398809878	1.98875845866681	0.00410194369115784	0.0492116599990377
